origen,segment,segmento,marca,modelo_generico,modelo,generacion,version,version_comercial,nro_puertas,cilindrada_en_lts,cilindrada_en_cc,potencia_en_cv,disposicion_cilindros,cantidad_valvulas,codigo_motor,familia_de_motor,sistema_alimentacion,sistema_inyeccion,turbo,combustible,transmision,nro_velocidades,freno_delantero,freno_trasero,traccion,peso,nro_pasajeros,tipo_uso,uso_bus,nro_ejes,periodo,fecha_inicial,fecha_final,año_inicial,año_final,buscador,año,flota,vcdb_marca,vcdb_modelo,a�o_inicial,a�o_final,a�o
ESTADOS UNIDOS,PASSENGER CARS,SUV,MERCEDES BENZ,GLE400,GLE400,,COUPE AC 3.0 5P 4X4 TA,,5,3.0,2996,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,,,,,2017 - 2019,2017,2019,2017,2019,,2017,17,Mercedes-Benz,E400,,,
ALEMANIA,PASSENGER CARS,,MERCEDES BENZ,E350,E350,,3.5 AUTOMATICA,,-,3.5,3498,-,V6,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,-,,,,,,2005 - 2011,2005,2011,2005,2011,,2005,17,Mercedes-Benz,E350,,,
CHINA,LIGHT COMMERCIALS,,MG,MG6,MG6,,AC 1.5 4P 4X2 TM,,4,1.5,1490,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,17,,,,,
ESTADOS UNIDOS,LIGHT COMMERCIALS,SUV,MITSUBISHI,ASX,ASX,,AC 2.0 5P 4X2 TM,,5,2.0,1998,147,L4,16,4B11,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,-,DISCO VENTILADO,TAMBOR,4X2,,,,,,2013 - 2017,2013,2017,2013,2017,,2013,17,Mitsubishi,ASX,,,
TAILANDIA,LIGHT COMMERCIALS,PICK UP,MITSUBISHI,L-200,L-200,,GLS AC 2.4 CD 4X4 TM DIESEL,,5,2.4,2442,190,L4,16,4N15,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,5,DISCO VENTILADO,TAMBOR,4X4,,5,,,,2020 - 2020,2020,2020,2020,2020,,2020,17,,,,,
JAPON,LIGHT COMMERCIALS,SUV,MITSUBISHI,MONTERO,MONTERO,,3.8 3P AT,,5,3.8,3828,-,V6,-,6G75,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2006 - 2008,2006,2008,2006,2008,,2006,17,Mitsubishi,Montero,,,
JAPON,LIGHT COMMERCIALS,SUV,MITSUBISHI,MONTERO SPORT,MONTERO SPORT,,FULL 3.0 5P MT,,5,3.0,2972,-,-,-,6G72,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,17,Mitsubishi,Montero,,,
MEXICO,LIGHT COMMERCIALS,PICK UP,NISSAN,FRONTIER,VEHICULO NISSAN FRONTIER 2.5L DSL,,2.5 MANUAL 4X2,,-,2.5,2500,144,L4,16,YD25ETI,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,-,DISCO VENTILADO,TAMBOR,4X2,,,,,,2009 - 2009,2009,2009,2009,2009,,2009,17,Nissan,Frontier,,,
ESPAÑA,LIGHT COMMERCIALS,SUV,NISSAN,PATHFINDER,JLKWLVNR51EWECDJTG,,4.0 AUTOMATICA 4X4,,5,4.0,4000,269,V6,24,VQ40DE,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,TAMBOR,4X4,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,17,Nissan,Pathfinder,,,
ARGENTINA,PASSENGER CARS,,PEUGEOT,206,206,,PREMIUM,,-,1.6,1587,110,L4,16,NFU,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,DISCO,4X2,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,17,Peugeot,206,,,
ESPAÑA,PASSENGER CARS,SEDAN,PEUGEOT,301,301 ALLURE BVM AC 1.6 4P 4X2 TM,,ALLURE BVM AC 1.6 4P 4X2 TM,,4,1.6,1587,115,-,-,EC5,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,MANUAL,-,,,4X2,,,,,,2017 - 2017,2017,2017,2017,2017,,2017,17,Peugeot,301,,,
ESLOVAQUIA,LIGHT COMMERCIALS,SUV,PORSCHE,CAYENNE,CAYENNE AC 3.0 5P 4X4 TA,,3.0 AUTOMATICA 4X4,,5,3.0,2995,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2021 - 2022,2021,2022,2021,2022,,2021,17,Porsche,Cayenne,,,
ALEMANIA,LIGHT COMMERCIALS,SUV,PORSCHE,MACAN,MACAN AC 2.0 5P 4X4 TA,,2.0 AUTOMATICA 4X4,,5,2.0,1984,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,2,2021 - 2022,2021,2022,2021,2022,,2021,17,Porsche,Macan,,,
CHINA,HEAVIES,CAMION,QMC,NJ1063DA,NJ1063,,4.1 MANUAL,,-,4.1,4087,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2006 - 2006,2006,2006,2006,2006,,2006,17,,,,,
COLOMBIA,PASSENGER CARS,SUV,RENAULT,DUSTER,DUSTER,,AC 2.0 5P 4X2 TA,,5,2.0,2000,143,-,-,F4R-400,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,TAMBOR,4X2,,,,,,2016 - 2017,2016,2017,2016,2017,,2016,17,Renault,Duster,,,
BRASIL,HEAVIES,BUS,SCANIA,K410,K410 B4 AC 12.7 2P 6X2 TM DIESEL,,12.7 MANUAL 6X2,,-,12.7,12740,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X2,,,,,3,2021 - 2022,2021,2022,2021,2022,,2021,17,Scania,K410,,,
CHINA,HEAVIES,CAMION,SINOTRUK,HOWO,HOWO ZZ1047D3414C145 AC 2.8 2P 4X2 TM DIESEL,,ZZ1047D3414C145 AC 2.8 2P 4X2 TM DIESEL,,2,2.8,2771,108,-,-,-,-,-,-,TURBO,DIESEL,MANUAL,-,DISCO VENTILADO,,4X2,,2,,,2,2019 - 2020,2019,2020,2019,2020,,2019,17,,,,,
REPUBLICA CHECA,PASSENGER CARS,SUV,SKODA,KODIAQ,KODIAQ AMBITION EX AC 2.0 5P 4X4 TA,,AMBITION EX AC 2.0 5P 4X4 TA,,5,2.0,2000,180,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2018 - 2019,2018,2019,2018,2019,,2018,17,,,,,
REPUBLICA CHECA,PASSENGER CARS,SEDAN,SKODA,SUPERB,SUPERB STYLE EX AC 2.0 4P 4X2 TA,,STYLE EX AC 2.0 4P 4X2 TA,,4,2.0,2000,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2018 - 2019,2018,2019,2018,2019,,2018,17,,,,,
COREA,PASSENGER CARS,SUV,SSANGYONG,TIVOLI,TIVOLI AC 1.6 5P 4X2 TA,,AC 1.6 5P 4X2 TA,,5,1.6,1600,124,-,-,e-XGi160,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,17,,,,,
COREA,HEAVIES,CAMION,TATA DAEWOO,K4DFF,K4DFF AC 7.6 2P 6X4 TM DIESEL CN,,AC 7.6 2P 6X4 TM DIESEL CN,,2,7.6,7640,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,6X4,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,17,,,,,
JAPON,PASSENGER CARS,SUV,TOYOTA,4RUNNER,4RUNNER,,RUNNER AC 4.0 5P 4X4 TA,,5,4.0,3956,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2008 - 2018,2008,2018,2008,2018,,2008,17,Toyota,4Runner,,,
JAPON,PASSENGER CARS,VAN,TOYOTA,HIACE,HIACE,,3.0 MANUAL,,-,3.0,3000,-,-,-,5LE,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2005 - 2009,2005,2009,2005,2009,,2005,17,Toyota,Hiace,,,
CANADA,PASSENGER CARS,SUV,TOYOTA,RAV4,RAV4,,LE AC 2.5 5P 4X2 TA,,5,2.5,2500,180,-,-,2AR-FE,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,DISCO,4X2,,,,,,2016 - 2019,2016,2019,2016,2019,,2016,17,Toyota,RAV4,,,
JAPON,PASSENGER CARS,,TOYOTA,YARIS,NCP10L-AGMRK G.1298CC,,1.3 MANUAL,,-,1.3,1300,-,-,-,2NZFE,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,17,Toyota,Yaris,,,
JAPON,PASSENGER CARS,,TOYOTA,YARIS,TT YARIS SEDAN 1.3 TM SIN AA,,1.3 MANUAL,,-,1.3,1298,-,-,-,2SZFE,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2009 - 2009,2009,2009,2009,2009,,2009,17,Toyota,Yaris,,,
JAPON,PASSENGER CARS,,TOYOTA,YARIS,CC/NCP90L-AHM,,1.3 MANUAL,,-,1.3,1298,-,-,-,2NZFE,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,17,Toyota,Yaris,,,
TAILANDIA,HEAVIES,CAMION,UD TRUCKS,MKE210,MKE210 AC 5.1 2P 4X2 TM DIESEL,,AC 5.1 2P 4X2 TM DIESEL,,2,5.1,5100,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,17,,,,,
BRASIL,HEAVIES,CAMION,VOLKSWAGEN,17220,17.220 4X2,,8.3 MANUAL,,-,8.3,8270,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2009 - 2011,2009,2011,2009,2011,,2009,17,,,,,
BRASIL,HEAVIES,CAMION,VOLKSWAGEN,31370,31370,,9.4 MANUAL,,-,9.4,9354,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2010 - 2010,2010,2010,2010,2010,,2010,17,,,,,
ARGENTINA,LIGHT COMMERCIALS,PICK UP,VOLKSWAGEN,AMAROK,AMAROK,,TRENDLINE 2HBB3A AC 2.0 CD 4X4 TA DIESEL,,4,2.0,1968,180,L4,16,CNEA,-,-,INYECCION DIRECTA,BITURBO,DIESEL,AUTOMATICA,8,DISCO VENTILADO,TAMBOR,4X4,,,,,,2015 - 2016,2015,2016,2015,2016,,2015,17,Volkswagen,Amarok,,,
ARGENTINA,LIGHT COMMERCIALS,PICK UP,VOLKSWAGEN,AMAROK,AMAROK,,BI-TDI AC 2.0 CD 4X4 TA DIESEL,,4,2.0,1968,180,L4,16,CNEA,-,-,INYECCION DIRECTA,BITURBO,DIESEL,AUTOMATICA,8,DISCO VENTILADO,TAMBOR,4X4,,,,,,2018 - 2018,2018,2018,2018,2018,,2018,17,Volkswagen,Amarok,,,
BRASIL,PASSENGER CARS,HATCHBACK,VOLKSWAGEN,FOX,FOX 1.6 4P,,1.6 MANUAL,,-,1.6,1600,-,L4,-,BLH,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,17,Volkswagen,Fox,,,
BRASIL,PASSENGER CARS,,VOLKSWAGEN,GOL,GOL POWER 1.8 4PTAS,,1.8 MANUAL,,-,1.8,1800,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,17,Volkswagen,Gol,,,
BRASIL,PASSENGER CARS,,VOLKSWAGEN,GOL,GOL COMFORT 1.8,,1.8 MANUAL,,-,1.8,1800,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,17,Volkswagen,Gol,,,
BRASIL,PASSENGER CARS,SEDAN,VOLKSWAGEN,VIRTUS,VIRTUS,,MSI HIGHLINE,,4,1.6,1598,110,-,-,EA112 CWSA,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,-,-,,,4X2,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,17,Volkswagen,Virtus,,,
COLOMBIA,HEAVIES,CHASIS,CHEVROLET,C70,C70,-,149, MT TD 4X2,2,6.5,6500,165,L6,8,396,396,INDIRECTA DIESEL,CONVENCIONAL,TURBO,DIESEL,MANUAL,-,-,-,4X2,4920,2,PARTICULAR,-,2,1980 - 1993,1980,1993,1980,1993,,1980,17,Chevrolet,C70,,,
COLOMBIA,HEAVIES,VOLQUETA,CHEVROLET,C70,C70,-,149 TBI, MT GSL 4X2,2,6.5,6500,156,V8,16,396 FI Vin M,396 FI Vin M,CARBURADOR,-,-,GASOLINA,MANUAL,-,-,-,4X2,4920,2,PUBLICO,-,2,1980 - 1993,1980,1993,1980,1993,,1980,17,Chevrolet,C70,,,
VENEZUELA,LIGHT COMMERCIALS,PICKUP SENCILLA,CHEVROLET,CHEYENNE,CHEYENNE G4,G4,C1500 [FLEETSIDE],5.7 AT 5700CC 4X2,2,5.7,5700,210,V8,-,-,-,-,-,-,GASOLINA,AUTOMATICA,-,-,-,4X2,1706,3,PARTICULAR,-,2,1993 - 1999,1993,1999,1993,1999,,1993,17,Chevrolet,Cheyenne,,,
COLOMBIA,LIGHT COMMERCIALS,PICKUP DOBLE CAB,CHEVROLET,LUV,LUV,-,KB 41,1.6 MT 1600CC,4,1.6,1600,80,-,-,G161,-,CARBURADOR,-,-,GASOLINA,MANUAL,-,-,-,4X4,1750,5,PARTICULAR,-,2,1983 - 1989,1983,1989,1983,1989,,1983,17,Chevrolet,LUV,,,
JAPON,PASSENGER CARS,CAMIONETA,CHEVROLET,WFR,WFR,-,VAN,2.4 MT 2000CC 15PSJ,5,2.4,2400,93,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,2400,15,PARTICULAR,-,2,1992 - 1995,1992,1995,1992,1995,,1992,17,,,,,
VENEZUELA,LIGHT COMMERCIALS,FURGON,FORD,F 350,F 350,-,F 350 [9] [ASL],5.8 AT 5800CC 4X4 AA,2,5.8,5800,220,-,-,-,-,-,-,-,GASOLINA,AUTOMATICA,-,-,-,4X4,,2,PUBLICO,-,2,1992 - 1992,1992,1992,1992,1992,,1992,17,Ford,F-350,,,
USA,HEAVIES,VOLQUETA,FORD,SERIE L,SERIE L,-,LT 8000, MT TD 6X4,2,14.9,14900,210,-,-,-,-,-,-,TURBO,DIESEL,MANUAL,-,-,-,6X4,8285,2,PUBLICO,-,3,1985 - 1985,1985,1985,1985,1985,,1985,17,Ford,LT8000,,,
JAPON,LIGHT COMMERCIALS,CHASIS,HINO,FC,FC,-,3W,6.0 MT 6000CC TD 4X2,2,6.0,6014,-,L6,12,W06E,W06E,-,-,TURBO,DIESEL,MANUAL,-,-,-,4X2,,2,PARTICULAR,-,2,1995 - 1995,1995,1995,1995,1995,,1995,17,,,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,MAZDA,323,323,-,NEI,1.3 MT 1300CC,4,1.3,1324,68,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,890,5,PARTICULAR,-,2,1998 - 1998,1998,1998,1998,1998,,1998,17,Mazda,323,,,
JAPON,PASSENGER CARS,AUTOMOVIL,MAZDA,626,626,-,LX,2.2 AT 2200CC 4P,4,2.2,2184,110,-,-,FS,FS,-,-,-,GASOLINA,AUTOMATICA,-,-,-,4X2,1259,5,PARTICULAR,-,2,1990 - 1990,1990,1990,1990,1990,,1990,17,Mazda,626,,,
BRASIL,HEAVIES,FURGON,MERCEDES BENZ,1720,1720,-,1720,6.0 MT 6000CC TD 4X2,2,6.0,5958,211,L6,12,OM 366 LA / 377.984,OM 366 LA / 377.984,DIRECTA DIESEL,-,TURBO,DIESEL,MANUAL,-,-,-,4X2,4910,2,PUBLICO,-,2,1998 - 1998,1998,1998,1998,1998,,1998,17,,,,,
ALEMANIA,PASSENGER CARS,AUTOMOVIL,MERCEDES BENZ,C 280,C 280,-,[W202] ELEGANCE,2.8 MT 2800CC V6,4,2.8,2799,193,V6,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1430,5,PARTICULAR,-,2,1997 - 1997,1997,1997,1997,1997,,1997,17,,,,,
JAPON,PASSENGER CARS,CAMIONETA,MITSUBISHI,L300,L300,-,12 PSJ,2.0 MT 2000CC 2 AA,3,2.0,1997,114,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1650,12,PARTICULAR,-,2,1994 - 1994,1994,1994,1994,1994,,1994,17,,,,,
JAPON,PASSENGER CARS,CAMPERO,MITSUBISHI,MONTERO,MONTERO,-,V25 [FL],3.5 MT 3500CC 3P,3,3.5,3500,200,-,-,6G74,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1890,5,PARTICULAR,-,2,1998 - 1998,1998,1998,1998,1998,,1998,17,Mitsubishi,Montero,,,
JAPON,PASSENGER CARS,AUTOMOVIL,TOYOTA,TERCEL,TERCEL G4,G4,1.5L,1.5 MT 1500CC 4P,4,1.5,1500,82,L4,-,3A,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1120,5,PARTICULAR,-,2,1991 - 1991,1991,1991,1991,1991,,1991,17,Toyota,Tercel,,,
ALEMANIA,PASSENGER CARS,CAMIONETA,AUDI,A6,A6,-,C4 2.8 V6 AVANT,2.8 MT 2800CC 12V SW,5,2.8,2771,174,V6,24,AAH,-,INYECCION MULTIPUNTO,-,-,GASOLINA,MANUAL,-,-,-,4X2,1550,5,PARTICULAR,-,2,1995 - 1997,1995,1997,1995,1997,,1995,17,Audi,A6,,,
COLOMBIA,HEAVIES,CAMION,DODGE,D 600,D 600,-,197,7.0 MT TD 4X2,2,7.0,7000,165,-,-,-,-,-,-,TURBO,DIESEL,MANUAL,-,-,-,4X2,,2,PUBLICO,-,2,1965 - 1965,1965,1965,1965,1965,,1965,17,Dodge,600,,,
COLOMBIA,HEAVIES,CAMION,DODGE,D 600,D 600,-,197, MT GSL 4X2,2,6.8,6768,165,V8,16,413 RB,413 RB,CARBURADOR,-,-,GASOLINA,MANUAL,-,-,-,4X2,6000,2,PUBLICO,-,2,1965 - 1965,1965,1965,1965,1965,,1965,17,Dodge,600,,,
USA,PASSENGER CARS,CAMIONETA,GMC,SAVANA,SAVANA,-,G1500,5.7 AT 5700CC 4X2,5,5.7,5700,240,-,-,-,-,-,-,-,GASOLINA,AUTOMATICA,-,-,-,4X2,2343,8,PARTICULAR,-,2,2000 - ,2000,,2000,2010,,2000,17,GMC,G1500,,,
FRANCIA,PASSENGER CARS,AUTOMOVIL,PEUGEOT,505,505,-,ST,2.0 MT 2000CC,4,2.0,2000,170,-,-,106E,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1380,5,PARTICULAR,-,2,1982 - 1982,1982,1982,1982,1982,,1982,17,Peugeot,505,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,RENAULT,R9,R9,-,GAMA2,1.4 MT 1400CC GTS PM,4,1.4,1400,60,-,-,-,-,CARBURADOR,-,-,GASOLINA,MANUAL,-,-,-,4X2,920,5,PARTICULAR,-,2,1985 - 1985,1985,1985,1985,1985,,1985,17,,,,,
JAPON,PASSENGER CARS,AUTOMOVIL,SUBARU,LEGACY,LEGACY II,G2,2.0L AWD,2.0 MT 2000CC 4P,4,2.0,2000,125,-,-,EJ20E,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,,5,PARTICULAR,-,2,1994 - 1994,1994,1994,1994,1994,,1994,17,Subaru,Legacy,,,
CHINA,HEAVIES,CAMION,BEIBEN,2548,2548S,,11.6 MANUAL,,-,11.6,11596,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2009 - 2010,2009,2010,2009,2010,,2009,16,,,,,
ALEMANIA,PASSENGER CARS,SUV,BMW,X2,X2,,SDRIVE 20I AC 2.0 5P 4X2 TA,,5,2.0,1998,-,-,-,B48 A20A,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X2,,,,,,2018 - 2020,2018,2020,2018,2020,,2018,16,BMW,X2,,,
ALEMANIA,PASSENGER CARS,SUV,BMW,X4,X4,,XDRIVE 20I AC 2.0 5P 4X4 TA,,5,2.0,1991,245,L4,16,N20 B20 A,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,AUTOMATICA,8,DISCO VENTILADO,DISCO VENTILADO,4X4,,,,,,2017 - 2020,2017,2020,2017,2020,,2017,16,BMW,X4,,,
CHINA,PASSENGER CARS,SEDAN,BYD,F3,F3,,GS LF AG,,4,1.5,1500,106,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X2,,,,,,2016 - 2017,2016,2017,2016,2017,,2016,16,BYD,F3,,,
CHINA,LIGHT COMMERCIALS,VAN,CHANGHE,CH6390,CH6390,,1.1 AUTOMATICA,,-,1.1,1100,-,-,-,-,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2008 - 2008,2008,2008,2008,2008,,2008,16,,,,,
JAPON,HEAVIES,CAMION,CHEVROLET,FTR,FTR 34P,,34P CAMION CHASIS CABINADO TM 7.7 2P 4X2,,2,7.7,7790,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2013 - 2013,2013,2013,2013,2013,,2013,16,Chevrolet,FTR,,,
JAPON,LIGHT COMMERCIALS,BUS,CHEVROLET,MT1,MT1 1524,,EIII CHASIS PARA BUS 7.8 4X2 TM DIESEL,,-,7.8,7790,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,4X2,,,,,,2019 - 2020,2019,2020,2019,2020,,2019,16,Chevrolet,MT1,,,
JAPON,HEAVIES,CAMION,CHEVROLET,NPR,NPR 75L,,5.1 4X2 MT DIESEL,,2,5.1,5193,150,-,-,4HK1-TCN,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,6,TAMBOR,TAMBOR,4X2,2665,,,,2,2013 - 2013,2013,2013,2013,2013,,2013,16,Chevrolet,NPR,,,
JAPON,HEAVIES,CAMION,CHEVROLET,NPR,NPR 75H,,5.2 4X2 MT DIESEL,,2,5.2,5193,150,-,-,4HK1-TCN,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,6,TAMBOR,TAMBOR,4X2,2665,2,PARTICULAR,,2,2016 - 2016,2016,2016,2016,2016,,2016,16,Chevrolet,NPR,,,
COLOMBIA,PASSENGER CARS,,CHEVROLET,OPTRA,OPTRA,,1.8 L MT,,-,1.8,1800,-,-,-,L84,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,16,Chevrolet,Optra,,,
COLOMBIA,PASSENGER CARS,,CHEVROLET,OPTRA,OPTRA,,1.8 MT,,-,1.8,1799,-,L4,-,L84,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,16,Chevrolet,Optra,,,
VENEZUELA,LIGHT COMMERCIALS,PICKUP,CHEVROLET,SILVERADO,SILVERADO,,4.2 AUTOMATICA,,-,4.2,4200,-,-,-,6.07T,-,-,-,,GASOLINA,AUTOMATICA,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,16,Chevrolet,Silverado,,,
COLOMBIA,PASSENGER CARS,HATCHBACK,CHEVROLET,SPARK,SPARK,,M300 1.2L MT,,-,2.8,2771,-,-,-,-,-,-,-,,DIESEL,MANUAL,-,,,-,,,,,,2011 - 2011,2011,2011,2011,2011,,2011,16,Chevrolet,Spark,,,
COLOMBIA,LIGHT COMMERCIALS,VAN,CHEVROLET,SUPER CARRY,SUPER CARRY,,PASS,,-,1.3,1298,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2004 - 2004,2004,2004,2004,2004,,2004,16,,,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,CHEVROLET,TAHOE,TAHOE,,AC 5.3 5P 4X4 TA,,5,5.3,5300,355,-,-,LY5,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2015 - 2018,2015,2018,2015,2018,,2015,16,Chevrolet,Tahoe,,,
ARGENTINA,PASSENGER CARS,SEDAN,CITROEN,C4,C4,,SX,,4,2.0,2000,-,-,-,RFN,-,-,-,,GASOLINA,MANUAL,-,,,-,,,,,,2007 - 2008,2007,2008,2007,2008,,2007,16,Citroen,C4,,,
CHINA,LIGHT COMMERCIALS,PICK UP,DONGFENG,RICH,RICH 6,,AC 2.4 CD 4X2 TM,,-,2.4,2438,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,2,2023 - 2023,2023,2023,2023,2023,,2023,16,,,,,
CHINA,PASSENGER CARS,VAN,ENRANGER,737,737,,COMFORTABLE AC 1.5 5P 4X2 TM,,5,1.5,1499,-,-,-,-,-,-,-,,GASOLINA,MANUAL,-,,,4X2,,,,,,2019 - 2019,2019,2019,2019,2019,,2019,16,,,,,
BRASIL,LIGHT COMMERCIALS,VAN,FIAT,FIORINO,FIORINO,,AC 1.4 2P 4X2 TM,,2,1.4,1368,87,-,-,EVO,-,INYECCION ELECTRONICA,INYECCION DIRECTA,,GASOLINA,MANUAL,-,,,4X2,,,,,,2015 - 2015,2015,2015,2015,2015,,2015,16,Fiat,Fiorino,,,
BRASIL,PASSENGER CARS,,FORD,ECOSPORT,ECOSPORT,,2.0 MANUAL 4X2,,-,2.0,1999,143,L4,16,FPJA,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,,,,,,2007 - 2008,2007,2008,2007,2008,,2007,16,Ford,EcoSport,,,
CANADA,PASSENGER CARS,SUV,FORD,EDGE,EDGE,,S AC 2.7 5P 4X4 TA,,5,2.7,2694,335,-,-,GTDIQ5,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2020 - 2020,2020,2020,2020,2020,,2020,16,Ford,Edge,,,
ESTADOS UNIDOS,PASSENGER CARS,SUV,FORD,EXPEDITION,EXPEDITION,,XLT AC 5.4 5P 4X4 TA,,5,5.4,5400,310,-,-,V8 OHC,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2010 - 2014,2010,2014,2010,2014,,2010,16,Ford,Expedition,,,
VENEZUELA,PASSENGER CARS,SUV,FORD,EXPLORER,EXPLORER,,XLT 4.0 4X4 AT,,-,4.0,3998,-,-,-,E,-,-,-,,GASOLINA,AUTOMATICA,-,,,4X4,,,,,,2007 - 2007,2007,2007,2007,2007,,2007,16,Ford,Explorer,,,
VENEZUELA,PASSENGER CARS,SUV,FORD,EXPLORER,EXPLORER,,XLT 4.0 4X2 AT,,-,4.0,4000,213,V6,12,E,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,AUTOMATICA,4,DISCO VENTILADO,TAMBOR,4X2,,,,,,2005 - 2005,2005,2005,2005,2005,,2005,16,Ford,Explorer,,,
